date,rating,content,cleaned_review,day_of_week,tf_idf_mean_score,lexicon_score,lexicon_sentiment,matched_word_count
2026-02-04,5.0,"호감 배우들의 연기파티에 실화의 묵직함까지, 항주니 감독님의 최고의 영화가 될듯..",호감 배우 연기 파티 실화 묵직 항주 감독 최고 영화 되 듯,Wednesday,0.1718511466863852,4.0,긍정,2
2026-02-04,5.0,극장에서 이렇게 사람들과 웃고 울고 한 게 갑자기 오랜만이라는 생각이 들어서 그것만으로 왠지 뭉클했다.. 같이 울고 막 같이 우니까 그 관에 있던 사람들이 다 착하고 좋은 이웃들처럼 느껴짐.. 영화를 한 공간에서 보면서 동시에 서로 같은 마음을 느낀다는 게. 울 때 웃을 때 다 드러나니까  그랬던 것 같다. 이상하게 오래 기억이 날 것 같은 순간을 선물해 준 영화. 극장에서 보길 잘했다.,극장 이렇 사람 웃 울 하 갑자기 오랜만 생각 그것 왠지 뭉클 같이 울 막 같이 울 관 있 사람 다 착하 좋 이웃 느끼 지 영화 공간 보 동시 서로 같 마음 느끼 울 때 웃 때 다 드러나 그렇 같 이상 오래 기억 나 같 순간 선물 주 영화 극장 보 잘,Wednesday,0.1,1.0,긍정,1
2026-02-04,5.0,연기들을 얼마나 잘하던지.. 장항준 감독님 리바운드때 흥행 실패로 우셨다 하셨는데 이번엔 다른 의미로 우시겠어요 영화 감명 깊게 잘봤습니다 다음 작품 기다리겠습니다,연기 얼마나 잘 하 장항준 감독 리바운드 때 흥행 실패 울 하 이번 다른 의미 우 영화 감명 깊 잘 보 다음 작품 기다리,Wednesday,0.1405152759804956,4.0,긍정,3
2026-02-16,3.0,별점이 이렇게  다들 10점줄만큼 좋은영화인가요? 진심궁금합니다,별점 이렇 다 점 주 만큼 좋 영화 진심 궁금하,Monday,0.1,0.0,중립,0
2026-02-04,5.0,유해진 연기야 말할 것도 없는데 단종배우가 진짜.. 단종같음...감동적이고 재미있음!,유해진 연기 말 없 데 단종 배우 단종 같 감동 재미있,Wednesday,0.1871453813195725,2.0,긍정,1
2026-02-04,5.0,유해진 박지훈 배우의 연기합이 매우 좋았습니다. 재밌게 잘봤어요,유해진 박지훈 배우 연기 합 매우 좋 재밌 잘 보,Wednesday,0.1729408766227395,1.0,긍정,1
2026-02-04,5.0,불쌍한 왕이라고만 생각했는데 영화를 보고나니 어쩐지 미안한 마음이 들었다. 박지훈의 재발견!,불쌍 왕 생각 영화 보 나 어쩐지 미안 마음 박지훈 재 발견,Wednesday,0.1,0.0,중립,0
2026-02-12,3.0,"좋은 소재와 좋은 배우들의 연기력에 비해 낮은수준의 연출력이 아쉬움. 장이수와 참바다는 중복캐스팅, 과다한 애드립을 통제못하는 감독, 잦은 스토리의 끊김과 개연성 없는장면들.. 단종역은 별10개",좋 소재 좋 배우 연기력 비하 낮 수준 연출력 아쉽 장이수 참바다 중복 캐스팅 과다 애드립 통제 못 하 감독 잦 스토리 끊기 개연 없 장면 단종 역 별 개,Thursday,0.1413854211864842,0.0,중립,1
2026-02-19,3.0,"소신 발언할게요. 캐스팅 좋고 소재도 신선하며, 배우들 연기가 정말 좋았습니다만 이야기를 끌어가는 역량이 많이 부족합니다.. 아무리 모두가 다 아는 역사라지만 서사가 너무 얼렁뚱땅이었어요. 아쉬움이 남는 영화였습니다.",소신 발언 캐스팅 좋 소재 신선 배우 연기 좋 이야기 끌어가 역량 많이 부족 아무리 모두 다 아 역사 하 서사 얼렁뚱땅 아쉬움 남 영화,Thursday,0.1718511466863852,-2.0,부정,2
2026-02-04,5.0,"간만에 진짜 재밌게 본 사극 영화라 모두가 봐주면 좋겠는 영화,, 엄흥도랑 이홍위가 행복한 세계도 있겠죠ㅠㅜ?",간만에 재밌 보 사극 영화 모두 보 주 좋 영화 엄흥 이홍위 행복 세계 있,Wednesday,0.1,2.0,긍정,1
2026-02-05,3.5,가족과 보기 좋은 영화. 호랑이 cg가 너무 허접해서 아쉬움. 출연진들의 뛰어난 연기에 비해 연출이 너무 무난한게 아쉬움.,가족 보 좋 영화 호랑이 허접 아쉽 출연진 뛰어나 연기 비 연출 무난하 아쉽,Thursday,0.1696392912862813,0.0,중립,2
2026-02-04,5.0,박지훈 단종대왕 대상 줘라,박지훈 단종 대왕 대상 주,Wednesday,0.1,1.0,긍정,1
2026-02-09,3.0,배우들의 연기는 최고지만 연출과 편집이 뭔가 싶다.,배우 연기 최고 연출 편집 뭐 싶,Monday,0.1720150142439646,2.0,긍정,1
2026-04-30,1.0,역사적사실도 너무다르고 보면서 도통재미부분을 못느끼겠습니다.유치하기고하고 스토리가 개연성이너무 없다란생각만 했습니다.나중에다시보면 다를까싶지만 지금감상평은 대하드라마가 더 재밌는 수준입니다.,역사 사실 다르 보 도통 재미 부분 못 느끼 유치 하 스토리 개연 없 생각 하 나중 다시 보 다르 싶 지금 감상 평 대하 드라마 재밌 수준,Thursday,0.0,2.0,긍정,2
2026-02-04,5.0,"알고있는 역사이야기.그래서 더 사무친 내맘ㅠ연기들을 왜이리 잘하셔서 ㅠㅠ 진짜 눈동자에 뭘 바르신거예요? 끼신거예요?와... 태산역할분은 신인(?)이신거 같은데,그분도 연기 잘 하시더라구요.",알 있 역사 이야기 그래서 사무치 나 맘 연기 왜 이리 잘 하 눈동자 뭐 바르 끼 태산 역할 분 신인 같 분 연기 잘 하,Wednesday,0.1,2.0,긍정,2
2026-03-08,0.5,"천만 찍었다고 해서 되게 기대하고 보러 갔는데, 그냥 감초배우들 애드립으로 범벅된 신파극 느낌. 주인공들 감정선을 도저히 따라갈 수 없는 빠른 전개가 매우매우 아쉬움. 2-3시간 짜리 영화라 어쩔 수 없다고 하기엔 다른 천만 영화들은,, 단종은 유배오고 내내 우울해하고 단식하다가 뜬금없이 웃더니 마을 사람들하고 어울리기 시작하며, 딱히 서사가 없었던 것 같은데 엄흥도는 단종에게 충성을 다하며.. 이해 안가는 지점이 넘 많았음. 아 유지태 나올때 번개 치는 장면, 집결지에서 만났는데 유지태 나오니까 갑자기 비오는 장면은 진짜 .. 연출 개구리다 싶었음. 연출 구린 장면 되게 많았지만 그 중 최고봉은 호랑이 씬 ㅋㅋ 어설프기 짝이 없는 cg를 써가면서까지 단종의 위엄있는? 모습을 보여줄 수밖에 없었나 싶었음.. 마지막 장면에서 엄흥도가 자기가 해결하겠다며 씩씩거리고 나가는데 포졸들 아무도 안말리는것도 이상하고. 걍 처음부터 끝까지 엥?으엥?엥? 스러운 장면이 너무 많아서 몰입도 완전 떨어지고 하품만 남. 이 영화가 천만영화라니… 진짜 대국민 몰카당하는 기분이었음…. 우이씨 내돈",천 찍 하 되게 기대 보 그냥 감초 배우 애드립 범벅 신파극 느낌 주인공 감정 선 도저히 따라가 없 빠르 전개 매우 매우 아쉬움 시간 영화 어쩌 없 하 다른 천만 영화 단종 유배 오 내내 우울 하 단식 뜬금없이 웃 마을 사람 어울리 시작 딱히 서사 없 같 엄 흥 단종 충성 다 이해 안 지점 넘 많 유지태 나오 때 번개 치 장면 집결지 만나 유지태 나오 갑자기 비 오 장면 연출 개구리 싶 연출 구리 장면 되게 많 중 최 고봉 호랑이 씨 어설프 짝 없 쓰 단종 위엄 있 모습 보이 주 없 싶 마지막 장면 엄 흥 자기 해결 씩씩거리 나가 포졸 아무 안 말리 이상 걍 처음 끝 으엥 스럽 장면 많 몰입 완전 떨어지 하품 남 영화 천만 영화 대국민 몰카 기분 우이 씨 나 돈,Sunday,0.2357267814259567,-1.0,부정,4
2026-03-07,0.5,"세상이 구라치는 것 같음. 연출이 너무 구려서 내내 인상 쓰면서 봄. 개연성은 단종 밥이랑 같이 저기 어디 내다버렸고, 억지 눈물 짜내기에 급급함. 천둥번개, 호랑이, 비, 전투씬 그 어느 것 하나 퀄리티를 찾아볼 수 없음. (그리고 그 연출들이 이 영화에 꼭 필요하지 않은 부분들이라는 게 문제임. 호랑이, 비 전부 안 넣어도 될 부분들인데 왜 굳이..? 이 생각만 듦.)금성대군의 그 허술한 전투 하며, 마지막에 단종 죽을 때 유해진이 하는 행동들 하며 ㅋㅋㅋㅋ 갑자기 유해진 나오니까 옆에 관군들 다 비켜줌.. 어이가 없어서 인상 쓰다가 웃음이 나옴.",세상 구라 치 같 연출 구리 내내 인상 쓰 보 개연 단 종 밥 같이 저기 어디 내 버리 억지 눈물 짜내 급급 천둥 번개 호랑이 비 전투 씬 어느 하나 퀄리티 찾아보 없 그리고 연출 영화 꼭 필요 않 부분 문제 호랑이 비 전부 안 넣 되 부분 왜 굳이 생각 금성대군 허술 전투 하 마지막 단종 죽 때 유해진 하 행동 하 갑자기 유해진 나오 옆 관군 다 비키 주 어이 없 인상 쓰 웃음 나오,Saturday,0.2055925428117468,-2.0,부정,2
