rating,date,content
3.0,2026-03-19,"영화관 티켓값이 부담스럽게 된 현재 시점 다시는 못 볼 것 같았던 천만 관객, 그 어려운 걸 해낸 영화 [왕사남]을 보고 왔습니다.
계유정난(癸酉靖難) 이후 왕위에서 쫓겨나 유배를 간 단종의 마지막을 다룬 이야기로
몇 자 안되는 짤막한 기록이지만 영화적 상상력을 채워 넣음으로써 새로운 해석과 접근을 이뤄낸 작품입니다.

단종, 그러니까 쫓겨난 왕 노산 '이홍위'와 강원도 영월의 산골마을 촌장 '엄흥도'의 각별한 군신관계의 흐름과 변화에 집중하고 있습니다.
같이 밥 먹는 식구라는 의미가 남다른 우리 민족의 정서를 활용, 가난한 마을 주민들과 밥을 나눠먹고 소통하는 친근하고 소탈한 왕의 모습을 연출함으로써
세종대왕님의 애민(愛民) 정신이 손자인 단종에게까지 이어졌다면... 이란 창작에 기반하지만 따듯한 온정의 인간미 넘치는 단종을 그려내고 있습니다.
사극의 형태를 갖추었지만 사람 냄새 풀풀 풍기는 휴머니즘 드라마란 것이지요.

배우 박지훈의 전매특허 눈빛 연기가 돋보이는 단종입니다.
'프로듀스 101' 출신 아이돌의 어엿한 연기자로서의 성장에 기특해하는 팬들이 꽤 많아 보이는 것이 흥행의 원동력이 된 것 같습니다.
출연작을 많이 보진 못했지만 인물의 성격과 깊은 감정 표현이 꽤 인상적이라 앞으로도 기대되는 배우입니다.

계유정난을 다룬 영화 [관상]의 '한명회'와 비슷한 성격, 잔혹하면서도 능수능란한 책사의 이미지를 갖지만 전혀 새로운 한명회를 연기한 배우 유지태, 여전히 악역에서도 빛나는 연기력이고요.
못생기고 삐딱한 이미지가 아닌 훤칠하고 번듯한 이미지가 오히려 '압구정 한명회'의 고증에 더 맞다고 합니다.

무엇보다 이 영화의 가장 큰 역할을 한 주인공은 엄흥도를 연기한 배우 유해진입니다.
한없이 얕고 잔망스럽다가도 깊을 땐 어디까지 인지도 모를 깊이 있는 감정을 보여주는 모습이 역시 대배우 답습니다.
인간미 넘치는 친근한 이미지로 찰진 말맛의 대사들을 다시 한번 쏟아냅니다. 본인의 뛰어난 그 강점을 정말 잘 살려 그가 아니고서는 상상할 수 없는 그런 인물의 완성이 아니었나 생각합니다.

전반적으로 정말 빼어난 완성도의 작품인가...에 대해선 조금 아쉽습니다.
일단 그렇게 화려한 점은 없다시피한 작품입니다.
액션이 없는 건 아니지만 그게 중심이 되는 것도 아니고 얼마 안 들어간 CG 조차 어색하다고 혹평을 받기도 했으니까요. 개인적으로 호랑이보단 노루가 더 어색하긴 했는데 어쨌든 그렇게 신경 쓰일만한 장면도 아니고 이후 2차 시장에선 수정한다고 합니다.

화려하기보단 수수하고, 짜임새가 탄탄하다기보단 둥글둥글합니다. 과감한 도전이라고 해봐야 호랑이 정도가 아닐까... 전작인 [리바운드]도 그랬지만 뭔가 힘을 들인 연출은 좀 엉성한 감이 있습니다.
그 외엔 상당히 안정적인 길을 택하고 있어 전반적으로 무난한 완성도라 여겨집니다.
천만 관객에 어울리는 완성도인가에 대해서는... 천만 관객은 그 자격을 따지기보다는 많이 봤다는 사실에 중점을 두는 게 맞다고 생각합니다.
시기적절한 개봉 운도 좋았고요 그동안 장항준 감독이 쌓은 덕을 보답받는 시간이 아닐까 생각합니다.

이러저러한 역사적 해석과 창작의 영역을 감독 특유의 둥글둥글 함으로 모나지 않게 잘 버무린 작품, 
역사적 사실에서 벗어날 수는 없지만 어쨌든 ""만약에...""란 가정을 중간중간에 넣을 수 있었던 장 감독의 이야기꾼의 면모를 확인할 수 있었습니다.
덕분에 많은 이들에게 화젯거리가 되어 역사에 관심을 갖는 사람도 많아지고, 가기도 힘든 청령포에 관광객도 폭증했다 하니
이걸로 어린 나이에 비극 속에서 생을 마감할 수밖에 없었던 단종의 한을 이제 풀 수 있지 않을까요?"
4.5,2026-03-18,생각보다 짧았지만 재밌었음
5.0,2026-03-18,최근에 봤던 영화 중 제일 재밌었다.
4.0,2026-03-18,"8.6/살기 위해 왕을 살린 남자, 살려내기 위해 왕을 죽인 남자.
/
왕과의 겸상, 왕과의 담소, 왕과의 동행, 왕과 그야말로 먹고 살았던 어느 산골 마을의 백성들. 자신과 마을 사람들이 살아야 하니 얼결에 왕을 구했고, 끝내 죽을 수밖에 없었던 왕의 뜻, 정신, 의지라도 살려내기 위해 감히 왕을 죽였던, 왕과 살았던 한 남자.
/
유지태가 연기하는 한명회의 묵직한 등장과 함께 어린 단종의 상황이 여실히 드러나는 오프닝이 꽤나 강렬한 첫인상을 남겼음. 신하들의 비명과 절규가 울려퍼지는 와중에 신하의 자리에 선 한명회의 위압적이고 위협적인 풍채와 낮게 깔리는 목소리가 왕의 자리에 위태롭게 앉아있을 뿐인 어린 단종을 향하는데, 예를 갖추고는 있으나 그 안에 묵직한 철퇴가 숨어있는 듯했고, 두려움에 떠는 단종의 눈빛은 마치 날아오는 철퇴를 맨몸으로 받아내고 있는 느낌이었음.
/
강렬한 첫인상을 남긴 오프닝 이후로 분위기가 확 전환되며 유해진을 중심으로 한 마을 사람들과의 코미디 파트가 이어지고, 중간중간 유배를 떠나는 단종의 모습을 담은 우울하고 서글픈 장면들이 교차됨. 한껏 비장하고 무거운 장면 직후에 이어진 코미디였으나 유해진이 등장하자마자 전력을 다해서 웃겨주기에 금방 코미디 파트 및 마을 사람들의 이야기에 적응하고 몰입할 수 있었음.
/
그렇게 비극과 희극이 교차해가는 초반부를 지나 마침내 엄홍도와 단종이 만나게 되고, 한동안 서먹하다가 이내 단종과 마을 사람들이 유대를 쌓아가는 과정을 비교적 전형적인 그림들로 연출하는데, 사실 클리세들을 큰 고민 없이 따르는 편이었지만, 배우들이 워낙에 잘 살려줬고, 보고 있기에 정겨우면서 따듯했기에 딱히 단점으로 느껴지지 않았음. 오히려 영화를 보면서 가장 보기 좋고 기억에 남는 장면들 중 하나였음. 허나 금성대군과 단종이 의기투합을 결심하고 한명회와 본격적으로 대립하기 시작하는 후반부에 접어들면서는 다소 급하게 흘러간단 느낌을 받았음. 아직 단종과 마을 사람들의 모습을 좀 더 보여줘도 될 것 같은데 어서 빨리 예정된 역사적 결말에 이르고자 필요 이상으로 속도를 내며 중간과정까지 건너뛰는 느낌이었음. 물론 그러다 끝내 도달한 엔딩에선 배우들이 신파를 넘어서는 격정적인 감정을 뿜어내줬기에 첫인상에 이어 끝인상도 충분히 긍정적일 수 있었음. 뭔가 전반적으로 클리셰고 뭐고를 크게 신경쓰지 않은 채로 평이하게 기본만을 담아서 만든 영화란 생각이 들었고, 이야기와 연출에 있어서 아쉬움이 보이긴 했지만 그렇다고 치명적인 오류까진 아니었던 데다, 배우들의 연기가 충분히 부족함을 채워주기에 재미가 없다거나 못 만든 영화란 생각은 들지 않았음.
/
매우 준수한 유해진 활용 능력을 보여준 영화였음. 최고 수준의 코미디 연기부터 감정선 듬뿍 담긴 드라마까지 자유자재로 오가며 극 전반에 걸쳐 눈부신 활약을 펼쳐줬음. 유해진 배우는 핏대 세우고 얼굴이 시뻘게지도록 흥분해서 봇물 터지듯 입이 쉬지 않고 움직이며 오버스럽게 대사를 뱉어내거나 혹은 뱁새눈을 하고 뾰루퉁해져서는 궁시렁궁시렁 투덜거리는 코믹 연기에서 그 누구보다 진가를 발휘한다고 생각하는데, 그런 모습들을 영화 속에서 실컷 볼 수 있었으니 코미디 파트는 충분히 성공적일 수 있었음. 근데 그러면서도 감정선을 드러낼 땐 거의 홍수가 나듯 장면 전체를 아예 그의 감정으로 채워버리는데, 이게 결코 과하게 느껴지지가 않았고, 오히려 이야기와 연출의 빈 틈마저 메워주기까지 했음. 하여튼 주조연급 배우들 전반이 제 몫을 충분히 해내는 와중에도 유해진 배우는 특히 더 없어서는 안 될 값진 활약을 보여주며 극을 캐리해줬음.
/
호랑이에게도 일갈하며 단신으로 맞서는 왕의 기세와 역사의 희생양으로서의 처연함을 감쪽같이 오가며 호연을 펼쳐준 박지훈 배우의 연기가 인상적이었음. 깊이를 가늠할 수 없는 슬픔과 아픔이 기본적으로 탑재된 우수에 찬 눈망울을 가졌기에 슬프고 힘들 때의 모습은 가히 본연이라 할 수 있었고, 도저히 기쁠 수가 없을 단종의 처지를 고려했을 때 웃고 떠들 때조차 한 켠에선 슬픔과 근심의 기운을 뿜어냈던 그의 눈빛은 정말이지 안성맞춤이었음. 소리내어 크게 웃을 때의 어색함마저도 단종의 상황을 고려해보면 오히려 자연스러움에 가까워 보였고, 그런 와중에도 이따금씩 보여준 날카롭고 우렁찬 호통 소리와 기백에선 또다른 거친 역할 또한 얼마든지 소화해낼 수 있겠다 싶은 가능성을 엿볼 수 있었음. 유지태 배우는 메인 빌런임에도 생각보단 등장이 적은 편이었으나, 그럼에도 첫인상을 책임져준 첫등장 이후 등장할 때마다 진하고 묵직한 카리스마를 선보였음. 심지어는 등장하지 않는 장면에서조차 그의 잔상과 잔향만으로 극에 위협적인 분위기가 조성되는 듯했음. 등장했을 때는 물론이고, 등장하지 않았을 때조차 존재감을 발휘한 케이스였음.
/
엄홍도의 아들 태산으로 나오는 김민 배우를 보고 처음엔 김성철 배우인 줄 알았음. 외모도 묘하게 비슷하고 목소리도 좀 비슷하게 들려서 잠시 동안 헷갈렸음. 장항준 감독의 영화 <리바운드>에서도 은근 인상을 남긴 배우였는데, 여기선 좀 더 진중하고 비중있는 역할을 맡아서 충분히 안정적으로 소화해줬음. 앞날이 더 기대되는 배우였음.
/
생각보다 전미도 배우의 역할이 미미해서 좀 의외였음. 따듯함과 냉철함을 동시에 품고 있으며, 신뢰가 가는 이미지와 연기력을 가진 배우이기에 박지훈, 유해진과의 감정적 유대 및 코미디 등의 케미를 기대했는데, 처음부터 끝까지 비슷한 모습들만 보여주다가 막판에만 감정을 살짝 터뜨려주고선 퇴장하고 말았음. 캐릭터 자체의 비중은 별 불만이 없지만, 전미도란 배우를 제대로 활용하진 못한 것 같단 생각이 좀 들었음.
/
<왕의 남자>와 <왕을 살린 남자>가 모두 천만관객을 달성했음. 어쩌다 보니 왕과 백성 간의 브로맨스를 다룬 사극 두 편이 흥행 초대박을 쳤는데, 한 쪽은 우정보다도 찐으로 로맨스를 담아낸 좁은 의미의 브로맨스이긴 했지만 어쨌든 2026년 3월 기준 천만관객을 달성한 네 편의 사극 중 무려 두 편이 왕을 주인공으로 한 브로맨스를 그리고 있으니 이 정도면 '브로맨스'가 사극 흥행의 공식이지 않을까 싶기도 함. 한편 여기에다 <광해, 왕이 된 남자>까지 포함하면 네 편의 사극 중 세 편의 제목에 '왕'과 '남자'라는 단어들이 키워드처럼 들어가있음. 만약 사극을 만드는 데 필히 흥행하고 싶다면 제목에라도 저 두 단어를 집어넣는 게 어떨까 싶음.
/
1000만이 훌쩍 넘은 시점에 뒤늦게 봐서 호랑이 cg를 수정할 거란 소식을 이미 접한 상태였는데, 그래서인지 초반과 중반에 호랑이가 등장했을 때 cg가 유독 어색하게 느껴졌고, 이 정도 규모의 작품에 저런 퀄리티의 cg가 포함돼 있단 게 좀 아쉽긴 했음."
3.0,2026-03-18,"배우들의 열연과 한국인 누구나 좋아할 소재, 이것만으로도 한번 이상 볼만하지만 가장 아쉬운건 밤티호랑이가 아니라 낡았다 싶게 느껴지는 대사가 불쑥 튀어나왔던 몇몇 장면이었다"
5.0,2026-03-18,너무 너무 슬픈데 재미있다 다들 연기 작두 타심
5.0,2026-03-18,"호랑이를 흐린 눈으로 보게 되게 되고 연기로 끝까지 멱살 잡고 가는,
비슷한 역할은 많이 해서 똑같을 것 같다는 예상을 부순, 진짜 유해진 배우를 다시 보게 만드는 작품"
5.0,2026-03-18,"<왕과 사는 남자>에서 유해진 배우님은 대단한 연기를  보여 주셔서 큰 감동 받았습니다.

100%라는 '만족'이라 감히 표현해도 되나...👍👍👍

유머러스한 캐릭터가 아니여도 배우 유해진님만의 장기를 시대극에 맞춰 조금씩 보여 준 점은,관람하는 동안  [믿•보•배] 란 말이 적절한 표현 일까요...? 🤔 
전혀 부담감 없이 편한 했어요.
그러나 이 안타깝고 슬픈 우리나라 (조선시대 때) 역사적 사실속 왕(이홍위)과 천민들 중 촌장인(엄흥도) 사이에서,신분차이 중요성은 크게 묘사 되지 않은 채 인간과 인간으로서 '죽음'과 강요된 왕의 '억울한 죽음을 감행'하는 촌장.
즉,제목 <왕과 사는 남자>가 뜻하는 바 대로 유배지에서 함께 도움과 인간성을 주고 받으며 살았던 두 인간(?) 사이의 짧은 경험은... 너무나 😢 너무나도 🥹 슬펐던 이야기 였네요.

😭 😭 😭 😭 😭 

마지막 장면,
촌장 엄흥도(유해진 배우役)의 비통한 심정을 표현한 표정과 처참한 듯한 눈물 연기는 울고 싶어질 정도로 매우 슬픈 최고의 연기 였습니다.

유명 영화관에서 확인한 2026년 천만명 관객들을 동원한 진짜 감동 최고의 한국영화,

<왕과 사는 남자>

소문대로 훌륭한 연기자들과 장항준 감독님,스크린의 영상등 후회 하나 없이 영화를 대만족하며 관람한 작품이라고 감히 평 하겠습니다."
5.0,2026-03-18,전 세대가 같이 보고 웃고 웃을 수 있는 영화. 보고나서 역사도 찾아보고 할말이 많아지는 영화였습니다. 배우들 연기 너무 좋다! 라고 말하기도 어려운게 그냥 빙의 수준으로 말아주심
3.0,2026-03-17,호랑이는 별로였고 스토리는 무난했다. 볼영화가 없어 타이밍 좋게 무난한 영화로 잘나온듯하다
5.0,2026-03-17,"역사적 실화이기에 더 마음 아팠던, 어린 왕을 지켜내지 못한 어른들의 이야기."
3.0,2026-03-16,크게 모난데 없는 둥글둥글한 영화
5.0,2026-03-16,엉엉엉엉 단종ㅠㅠ 다들 연기 너무 잘하지만 박지훈이 이렇게 잘하는줄은 몰랐네.. 한명회 진짜 개표독하네
5.0,2026-03-16,다 아는 스토리 다 아는 결말을 가지고 이렇게 만들 수 있다니. 연기력이 다 했다. 눈물이 나고 또 나고 그러다 가끔 웃고 근데 더 울고.
3.0,2026-03-16,"냉정하게 생각하면 전적으로 잘 만든 영화라 하기 어렵고 특히 각본에 있어선 아쉬운 구석이 적지 않았지만 마음을 움직이는 면이 있는 작품인 건 분명해 보였다. 만약 어떤 영화의 연출이 배우의 얼굴과 잠재력을 그 목적에 부합하게 최대한으로 이끌어내는 데 주안점을 두고자 했다면 <왕과 사는 남자>(2026)의 앵글은 제법 그 의도를 따른다. 최근에 쓰는 청탁 원고를 위해 <리바운드>(2022)를 시작으로 장항준 감독의 영화들을 찾아보기 시작했다. 나보다 뛰어난 영상 덕후이자 작가 친구가 ""적재적소에 촌스럽고, 쓸모없는 겉멋을 부리지 않는다""라고 코멘트해준 게 꽤나 적절하다고 생각했다. 틈만 나면 천둥 번개가 치는 대목이라든지, 개봉일자를 앞당긴 탓에 어딘가 이물감이 드는 호랑이의 질감이라든지, 어떤 상황을 가장하려 했지만 그 의도가 쉽게 상대에게 보이는 (작중) 연기라든지. 가끔은 그런 것들을 지나 미덕을 찾고 싶어지는 작품이 있다. 대형 히트작일수록 그 흥행과 작품성이 비교받고, 특히 엔터테인먼트로서 영화의 본분이나 미덕이 마치 서비스에 가까운 가성비의 영역처럼 쉽게 평가되는 요즘을 생각하면, 나는 스토리텔러의 진심을 좀 더 신뢰하려 하는 쪽이다. 가벼운 마음으로 극장을 나섰다. (2026.03.10.)"
4.0,2026-03-16,두쫀쿠인줄 알았는데 안에는 카다이프가 아니고 소면임 근데 이거 왜 맛있어??
3.0,2026-03-16,매력적인 소재와 출중한 연기력
4.0,2026-03-15,"장항준 감독님 축하합니다 😄
눈빛좋은 박지훈배우도 인상적이였고
극의 시작과 정점 모두에 유해진배우가 있었네요
눈물을 주체할 수 없던 슬픔은 오랜만이네요."
5.0,2026-03-15,가슴절절...먹먹..안스럽다.
3.5,2026-03-15,단순하고 재미있는 이야기 전달로 남녀노소 모두가 즐길 수 있는 역사 영화였다 단종에 슬픈 눈빛이 기억에 남는다
5.0,2026-03-14,효도템 가볍게 보러가서 눈물 흘리면서 나옴
3.5,2026-03-14,노산군이 청령포 갈 때까지는 꽤 신선했는데 이후는 좀 쉽게 간거 같아 아쉬웠음. 하지만 소재나 배우들의 연기나 천만달성 못할 영화까진 아님
3.0,2026-03-14,여러모로 부족한 단점을 채워주는 배우들의 열연.
1.5,2026-03-14,재기발랄하던 라이터의 불꽃이 내 돈과 시간을 태울 줄 이야
2.5,2026-03-13,올드한 연출. 근데 이게 먹혀?
5.0,2026-03-13,결말이 정해져 있는게 너무나 안타까웠던..
3.0,2026-03-13,"기대를 너무 했다
그렇지만 나쁘진 않았다"
4.5,2026-03-11,왜 다시 영화관 가서 보려고 하는지 알 수 있는 영화.
3.5,2026-03-11,개봉 첫날에 본 영화.. 다 알고 보는 이야기이지만 나쁘지는 않았다
3.0,2026-03-11,좋았던 소재와 빠져들었던 박지훈 배우의 연기. 정말 잘 하더라. 그럼에도 묘하게 촌스러운 연출과 이 소재를 더 잘 풀어낼 수 있었을 텐데 하는 아쉬움이...
4.5,2026-03-11,유해진연기 개잘하네
3.5,2026-03-11,슬프긴 슬픈데 천만은 아닌 것 같다
4.5,2026-03-11,볼때마다 들어갈땐 관객으로 나올땐 오열하며 백성으로 나오게 되는 이 영화의 유일한 오점은 호랑이cg가 아닌 범죄자캐스팅. 그래도 흐린눈하고 봐줄 정도로 박지훈이 너무 단종 그 자체
2.5,2026-03-10,마지막에 신파 지루해서 영화관을 뛰쳐나가고 싶었다.
3.0,2026-03-10,스토리는 단순하지만 연기가 좋음
3.0,2026-03-10,유치한 유머로 겉돈다.
0.5,2026-03-10,훨씬 무겁게 그렸음 좋았을것을..
2.5,2026-03-09,과하진 않은 슴슴한 맛
5.0,2026-03-09,"극장에서 네 번이나 봤다. 사람들이 아쉬워하는 지점을 공감하기도 하지만, 그보다 여운을 주는 연기와 따뜻한 시선이 더 깊게 박힌다. 엄흥도, 이홍위는 무조건 이 둘이어야만 했다."
3.5,2026-03-09,신파나 화제성에만 빚진 영화로 폄하될 영화는 절대 아니고 단단한 디테일과 중심 잡힌 플롯을 각본에 정성스레 담아낸 웰메이드 사극 영화.
3.0,2026-03-08,"배우들 연기도 소재도 좋았는데 솔직하게 말하면 연출이 다소 아쉬웠어요. 몇번 본듯한 영화,연출 느낌을 지울수 없음."
4.0,2026-03-08,오우 1000만인 이유를 알겠음 내용도 너무 좋았고 특히 배우분들의 연기가 너므 놀라웠음 근데 오열할 정도로 슬픈 건 아님
4.5,2026-03-08,꾹꾹 눌러 담은 감정들이 면면으로 터져 나온다
5.0,2026-03-08,영화관에서 보면서 눈물 줄줄 흘리며 봤다. 연출적인 부분이나 CG 부분은 더 손봤으면 좋았겠지만 연기나 스토리 전개가 충분히 몰입할 수 있었기에 재미있게 봤다.
4.0,2026-03-08,명작은 아니지만 웃음 포인트 많고 연기가 정말 훌륭하고 담백하고 재미있게 볼 만한 영화다.
5.0,2026-03-08,단종이 잡히고 밤에 다시 만났을 때 다들 울고싶지만 소리내서 울지 못하고 마음으로만 삼키는 장면이 너무 찡해서 처음으로 영화보다가 눈물이 흐르더라고요
5.0,2026-03-08,영화표값이 아깝지 않았던 작품
2.0,2026-03-07,솔직히 유해진이 캐리함 천만영화는 아닌듯
5.0,2026-03-07,별점테러는 영화는 보고 하는건가?
0.5,2026-03-07,대체 언제적 연출력
5.0,2026-03-07,재미있음
3.5,2026-03-07,뒤늦게 천만관객에 합류하게 되었는데 연기들을 너무 잘하네요 단종에 관한 이야기는 어느정도 알고 있었지만 그럼에도 불구하고 안타깝고 슬프고 .. 찡했습니다
3.5,2026-03-07,’관객으로 들어가서 백성으로 나온다’라는 말이 이 영화의 한 줄 요약으로 딱이었다
3.5,2026-03-07,이래도 안 울어?
4.0,2026-03-07,배우들 연기가 좋았음
5.0,2026-03-07,너무 제미있고 슬퍼여
3.5,2026-03-06,금성대군이 뭐라도 할꺼 같았는데 미모만 뽐내다 가셨음
3.0,2026-03-06,평범한 게 제일 어렵다
1.5,2026-03-06,"그냥.. 너무 큰 충격을 받았다. 어떻게 영화를 이렇게 못 만들었을까. 연출력이라고 부를 수 있는 것이 전혀 없는 퀄리티의 영상물이었다. 편집은 또 어떤지 장면이 뚝뚝 끊기고, 음악은 어쩜 그렇게 촌스러운지. 코미디를 의도한 장면과 대사들은 그럭저럭 괜찮았는데 정치 얘기만 나오면 너무 유치해졌다. 잘못된 역사를 바라잡아야 한다느니, 백성을 위해서 싸우겠다느니. 하.. 진짜 수준이 왜 이러냐. 어차피 픽션으로 갈 거였으면 차라리 이홍위가 군주제 자체에 환멸을 느끼고 모두가 ""공평한 기회""를 받을 수 있는 입헌 민주주의 사회 건립을 위해서 싸우는 걸로 가든가. 결국에는 측근들과 함께 본인 왕위를 되찾는 게 목표였잖아. 이게 대체 뭐야.

인간 이홍위를 생각하면 당연히 안타깝다. 어린 나이에 아버지를 잃고, 자기 편이 되어주어야 할 삼촌의 야욕으로 억울하게 쫓겨나서 비참한 최후를 맞이했으니. 근데 이 영화 속의 이홍위는 좀.. 일단 캐릭터성이라고 할 것이 전혀 없어서 인물에 그 어떤 공감도 할 수 없었으며, 무엇보다도 너무 무능해 보여서 한심하게 느껴졌다. 아니 활을 그렇게 잘 쏘면 싸우러 갈 때 들고 가든가. 그것만 챙겼어도 좀 더 멀리 갈 수 있었겠다. 그렇게 뛰어난 궁술로 한 거라고는 편지 보낸 거랑 호랑이 한 마리 죽인 것밖에 없다. 나는 호랑이가 진짜 불쌍했다. 자기를 내쫓은 자들한테는 아무 짓도 못했으면서 배고픈 호랑이는 그렇게 잔인하게 죽여버리다니. 화룡점정은 그들의 손에 죽고 싶지는 않다면서 엄흥도한테 죽여달라고 하는 부분이었다. 미친 싸이코패스 아님?! 대체 어떻게 그런 부탁을 할 수가 있는 거지?! 아니 그들 손에 죽고 싶지 않으면 그냥 자결을 해. 혼자 죽을 용기가 없어서 아끼는 사람한테 씻을 수 없는 고통을 주는 게 말이 되냐고.

아이러니하게도 영화에서 가장 매력적인 것은 한명회였다. 배우가 캐릭터를 위해 일부러 찌운 살과 눈매 분장 덕분에 더욱 더 간사스러워 보였다. 정치적 야욕을 그득그득하게 드러내보이며 정적들을 모두 제거하고, 적통이었던 임금까지도 죽여버리는 잔인함이 마음에 들었다. 심지어 적들의 계획을 모두 예상하여 항상 한 수 앞서서 행동하는 치밀함까지 갖추었다.

초중반부 광천골에서의 생활을 보여주는 장면들은 꽤 괜찮았다. 과장되기는 해도 코믹씬들은 그럭저럭 웃겼고, 유배된 신세여도 마을 사람들과 함께 소소한 행복을 느끼는 이홍위가 보기 좋았다. 영화를 아예 그런 분위기로 끌고가다가 마지막에 갑자기 비극적인 결말로 끝내는 것도 좋았을 듯하다. 그나마 강점이 있는 부분은 살리고, 되도 않은 ""한양의 봄"" 전개가 아닌 충격 반전 엔딩으로 갔으면 여운도 남았을 것이다."
4.0,2026-03-06,말똥한 눈에 차오르던 설움
2.5,2026-03-06,"무난하게 재밌게 봤는데 cg가 몰입을 깰 정도고 대사가 사극톤이 아닌게 아쉬웠음 배우들 연기는 좋았다
개인적으로는 플러스마이너스해서 제로인 느낌"
3.5,2026-03-06,"Sns와 주위에서 많이들 추천해서 봤지만
너무 큰 기대감 때문인지 아쉬움이 남았다
하지만 배우들의 연기는 진짜임"
3.5,2026-03-06,우정의 폭을 둘로 좁히는 데는 꽤 건너뛴 부분이 있음. 결말을 보고 '아 또 K신파...' 했다가 실제 모티브가 있어서 당황함.
3.0,2026-03-05,흰쌀밥의 가치를 아는 이들의 역사도 소중히 간직하길
4.0,2026-03-05,"아쉬운 짜임새
그러나 좋은 소재 좋은 배우"
5.0,2026-03-05,"박지훈의 눈빛만 봐도 슬펐다. 
유해진 연기는 최고였고… 단종과 마을 사람들 간의 유대의 과정이 너무 짧아서 아쉬움을 느꼈지만 그런 아쉬움도 모두 상쇄할 연기력이었다. 간만에 꿀잼"
3.5,2026-03-04,"유해진 연기력 너무 좋았다
2026년도에 엉성한 CG 충격이었음
전체적으로 안지루하고 재밌게 봤다



노산군 배우 개잘생김"
5.0,2026-03-04,최근 본 영화중 최고
3.0,2026-03-04,준수한 스토리와 재미 그리고 여운이 남는 결말
3.5,2026-03-04,"유해진의 연기는 말이 필요없고, 박지훈의 연기에 놀랐다. 그런데 흠 뭔가 영화가 알맹이가 없는 느낌이었다."
4.0,2026-03-04,임금의 눈물을 닦아 드리고 싶다
1.0,2026-03-03,별로다
3.0,2026-03-03,이홍위의 명만큼이나 짧았던 완성도. 흥행은 하늘이 점지하는 것. 믹싱 탓인지 메가박스 코엑스 LED3관 탓인지 듣기가 참 괴로웠다.
4.5,2026-03-03,전체적으로 너무 재밌게 봤음 다들 연기도 잘하고 물론 아쉬운부분이 보이겠지만 ㅠ 오랜만에 한국영화 잘본거 같음!!!
3.0,2026-03-03,연기력은 최고~!  천만 영화라기에는 조금 아쉽다.
4.0,2026-03-03,조금 촌스럽지만 기본은 하는 영화. 남녀노소 무난하게 볼만한 영화인 것 같다.
5.0,2026-03-03,단종의 대해 더 알아간 기분이였습니다 어릴때 영월을 갔을때 청령포를 보고 단종의유배지 라는것도 몰랐습니다 이번기회에 다시 알게되었습니다
4.0,2026-03-03,유해진의 신명나는 놀이판
2.5,2026-03-02,"웃어야 하나 울어야 하나, 엇갈린 장단에 휘둘리다보니 훅 지나가버린 두 시간"
3.5,2026-03-02,장항준감독의 정말 영리한 연출이 선을 잘 지켰다
3.0,2026-03-02,사극치고 재밌게 잘뽑혔음
3.0,2026-03-02,"배우 열연과 역사 소재는 좋았다
결국 연출 스타일이 맞지 않은듯"
4.0,2026-03-02,피로 쓰여진 역사는 되풀이 되는 구나
4.0,2026-03-02,담백하면서 묵직한 예정된 비극
5.0,2026-03-02,이거 때문에 처음으로 혼자 영화관 갔고 영화 어차피 좀 지나면 ott 나올텐데 하고 안 보는 사람인데도 두번이나 봄. 심지어 한 번 더 보고 싶음. 뭐 볼 때 후유증이 좀 있는 편인데 드라마도 아니고 영화가 이정도인 건 처음임. 수요일날 처음보고 6일째 펑펑 욺. 과장 아니고 하루에 10번 이상씩 울고 있음. 이대론 안 되겠다 싶어 한 번 더 보고 겨우 마음 정리함.. 사실 아직도 욺. 내일 개학인데 학교에서도 울까봐 겁 남 ㅜ.ㅜ 단종이랑 동갑인 나이라 더더더 슬픔
5.0,2026-03-02,"오늘 아침에 보고 왔는데 유해진 배우님 재미있고 마지막에는 슬퍼요 ㅋㅋㅋ

한명회를 보면 화만 납니다 ㅂㄷㅂㄷ 단종이 네 이놈~ 외치는데 너무 좋아요 ㅠㅠ"
4.0,2026-03-02,한국 영화 바라는 것도 크지 않다. 더도 덜도 말고 딱 이 정도 퀄리티만 유지하자.
3.0,2026-03-02,단종이야기 자체가 극적이고 배우들이 잘했지만 연출이 구멍이었다.
2.5,2026-03-02,"장항준 감독이 내 눈에 고추가루를 뿌려 눈물이 나게 했다. 
근데 눈물은 안났다"
2.0,2026-03-02,평범하게 재밌음
5.0,2026-03-01,"한명회 죽이고 싶었고
단종오빠 사랑해"
3.5,2026-03-01,훌륭한 연기가 가미된 단종의 이야기는 실패할 수 없지
5.0,2026-03-01,보고 집와서도 울었던 영화
5.0,2026-03-01,"박지훈 배우 크게 될 거 같네요.
좋았습니다.전부 다."
3.5,2026-03-01,단종 서사에 장항준식 터치.
4.5,2026-03-01,결말 알아도 슬퍼요ㅠㅠ
2.5,2026-03-01,진심 파묘가 더 재밌음
4.5,2026-03-01,"덕불고(德不孤) 필유린(必有隣)
덕이 있는 사람은 고립되어 있는 것이 아니고 반드시 따르는 이웃이 있다."
5.0,2026-03-01,배우들의 섬세한 감정선이 돋보이는 수작입니다. 여운이 깊게 남네요. 호랑이 cg는 좀 그렇지만요.
