date,rating,content,cleaned_review,day_of_week,tf_idf_mean_score
2026-05-26,5.0,다 우네요..전 안 울엇어요! 하지만 슬퍼요..ㅜ,다 울 안 울 하지만 슬프,Tuesday,0.1
2026-05-26,5.0,슬퍼요 잘 봤습니다,슬프 잘 보,Tuesday,0.1
2026-05-26,5.0,모두 연기를 잘하셔서 몰입해서 볼 수 있었습니다,모두 연기 잘 하 몰입 보 있,Tuesday,0.1
2026-05-26,5.0,보고 나오면서 다시 보고싶은 영화는 처음이었어요.,보 나오 다시 보 싶 영화 처음,Tuesday,0.1
2026-05-26,5.0,박지훈과 유해진의 찰떡궁합이 영화를 살렸다,박 지훈 유해진 찰떡궁합 영화 살리,Tuesday,0.1392133770973615
2026-05-26,3.5,전체적인 스토리 해학적임,전체 스토리 해학,Tuesday,0.0
2026-05-26,5.0,너무재밌었다 연기도 영상미도,재밌 연기 영상미,Tuesday,0.1404434465272252
2026-05-26,5.0,"스토리도 좋고, 배우님들이 연기를 전부잘하셔서 몰입이 더 잘됩니다",스토리 좋 배우 연기 전부 잘 하 몰입 잘 되,Tuesday,0.14141996335306634
2026-05-26,4.5,박지훈 배우와 유해진 배우의 연기 시너지 대박,박 지훈 배우 유해진 배우 연기 시너지 대박,Tuesday,0.16603672768859576
2026-05-26,5.0,박지훈 배우님이 진짜 연기를 너무 잘하세요.. 눈빛이 다했다,박 지훈 배우 연기 잘 하 눈빛 다하,Tuesday,0.14141996335306634
2026-05-26,5.0,울라고 만든 영화같음,울 만들 영화 같,Tuesday,0.1
2026-05-26,5.0,웃고 울고 감정의 여운이 깊게 남아요,웃 울 감정 여운 깊 남,Tuesday,0.0
2026-05-26,5.0,영화 잘 만들었고 내용 괜찮았어요.,영화 잘 만들 내용 괜찮,Tuesday,0.1
2026-05-26,5.0,스토리 잘 살린것같음 만족함,스토리 잘 살리 같 만족,Tuesday,0.0
2026-05-25,5.0,우리단종전하절대지켜....ㅠㅠ,우리 단종 전하 절대 지키,Monday,0.1
2026-05-25,5.0,이렇게 슬프게 할거냐 증말,이렇 슬프 하 증말,Monday,0.1
2026-05-25,5.0,역사를 잊은 자 슬퍼요,역사 잊 자 슬프,Monday,0.14131779616274956
2026-05-25,3.0,그냥 그랬다. 슬프긴한데,그냥 그렇 슬프 하,Monday,0.1
2026-05-25,4.5,재미있게 잘 봤어요,재미있 잘 보,Monday,0.0
2026-05-25,5.0,감동 이에요 넘넘 잘 보았습니다 ^^,감동 넘넘 잘 보,Monday,0.1
2026-05-25,5.0,믿고 보는 배우 유해진 케미는 항상 재밌어요,믿 보 배우 유해진 케미 항상 재밌,Monday,0.1722259605274295
2026-05-25,5.0,큰기대안하고왔었는데 너무 몰입해서봤네요,크 기대 안 하 오 몰입 보,Monday,0.0
2026-05-25,4.5,전국민이 봐야했던 영화ᆢㅎ 넘잼나게 봤지요,전 국민 보 하 영화 넘 잼 나 보,Monday,0.1
2026-05-25,5.0,배우 연기 재밌어요!!!,배우 연기 재밌,Monday,0.17200559220340902
2026-05-25,5.0,종나 슬프고 재밌음,종 슬프 재밌,Monday,0.1413373090408129
2026-05-25,5.0,막차타고 봤지만 눈물나는영화,막차 타 보 눈물 나 영화,Monday,0.13895053130216903
2026-05-25,5.0,유해진 배우님하고 박지훈 배우님 케미가 재미있었고 좋았습니다:),유해진 배우 박지훈 배우 미 재미있 좋,Monday,0.13781829726899172
2026-05-25,5.0,역사의 만약을 생각해 보게되는 영화~ 아이와 보기 좋았어요~,역사 만약 생각 보 되 영화 아이 보 좋,Monday,0.13885660499334512
2026-05-25,5.0,엄청 많이 재미있었어요,엄청 많이 재미있,Monday,0.0
2026-05-25,3.0,연출은 부족한데 박지훈 눈빛이랑 유해진 연기력으로 끌고감. 알면서도 막판에 눈물을 펑펑 흘림,연출 부족 박 지훈 눈빛 유해진 연기력 끌 알 막판 눈물 펑펑 흘리,Monday,0.14141282450275688
2026-05-25,5.0,박지훈 배우 보석같은 인재를 발견했네요,박 지훈 배우 보석 같 인재 발견,Monday,0.1
2026-05-25,5.0,모든면에서 무척 흥미진지하고 재미이었어요,모든 면 무척 흥미 진지 재미,Monday,0.0
2026-05-25,5.0,장항준 감독님의 역대급 영화,장항준 감독 역대 급 영화,Monday,0.1
2026-05-25,5.0,모든게완벽짱완벽연기짱,모든 완벽 짱 완벽 연기 짱,Monday,0.1
2026-05-24,5.0,유해진 배우가 다 했따,유해진 배우 다 하 따,Sunday,0.1405464490516051
2026-05-24,5.0,재미있게 보았어요..,재미있 보,Sunday,0.0
2026-05-24,5.0,너무 아름답고 가슴아픈  영화였어요,아름답 가슴 아프 영화,Sunday,0.1
2026-05-24,5.0,처음으로 극장가서 두번 본 영화  지루하지 않게 전개되어 재밌었고 박지훈의 눈빛연기가 너무 슬퍼 토보러 간영화 잘봤다,처음 극장 두 번 보 영화 지루 않 전개 재밌 박 지훈 눈빛 연기 슬프 토 보 영화 잘 보,Sunday,0.19583997148472093
2026-05-24,5.0,가족하고 보기 좋은 유익한 영화. 유해진 배우 연기에 감탄,가족 보 좋 유익 영화 유해진 배우 연기 감탄,Sunday,0.19825665057245345
2026-05-24,5.0,통통한 한명회가 아쉽고 나머지 배우들의 열연이 좋다,통통 한명회 아쉽 나머지 배우 열연 좋,Sunday,0.1
2026-05-23,5.0,유해진 진짜 대상 받을만 하다. 딱 영화 보면 알아요. 이거 무조건 대상감이다.,유해진 대상 받 만 하 딱 영화 보 알 이거 무조건 대상,Saturday,0.1392133770973615
2026-05-23,5.0,"단종의 새로운 스토리를 알게된 역사 이야기 였고, 단종을 지켜준 역사인물이 있어 새로운 역사을 알게된 느낌입니다.",단종 새롭 스토리 알 되 역사 이야기 단종 지키 주 역사 인물 있 새롭 역사 알 되 느낌,Saturday,0.1381898912045888
2026-05-23,5.0,GOOD!! 무슨말이 필요할까요...,무슨 말 필요,Saturday,0.0
2026-05-23,5.0,3번정도 여기저기서 봤는데 잼냈음,번 정도 여기저기 보 잼 내,Saturday,0.0
2026-05-23,5.0,모든 배우들이 연기가 좋았습니다,모든 배우 연기 좋,Saturday,0.14141996335306634
2026-05-23,4.5,호랑이 빼고 다 좋아요,호랑이 빼 다 좋,Saturday,0.0
2026-05-23,5.0,모든것이 하나처럼 보였어요.,모든 하나 보이,Saturday,0.0
2026-05-23,4.0,"끌리는 스타일의 영화가 아니라 안보고 버티다가 막차 타고 봤는데, 천만까지? 싶은 영화였네요",끌리 스타일 영화 아니 안 보 버티 막차 타 보 천만 싶 영화,Saturday,0.1
2026-05-23,4.0,뻔하지만 재밌다! 더 알아보고싶어지는 내용,뻔하 재밌 알아보 싶 지 내용,Saturday,0.1
2026-05-23,4.5,명성답게 잘 봤습니다.,명성 답 잘 보,Saturday,0.0
2026-05-23,5.0,배우의 연기력+ 스토리 너무너무재미있습,배우 연기력 스토리 너무너무 재미있 습,Saturday,0.1
2026-05-23,5.0,완과사는남자 너무감동적입니다,완 사 남자 감동,Saturday,0.1
2026-05-23,3.0,연출이 많이 아쉬웠다 ㅠ,연출 많이 아쉽,Saturday,0.0
2026-05-23,5.0,연기를 너무 잘 하셨어요 다들,연기 잘 하 다,Saturday,0.1
2026-05-22,3.0,평범한 완성도를 감추는 배우들의 연기 차력 쇼,평범 완성도 감추 배우 연기 차력 쇼,Friday,0.14141996335306634
2026-05-22,4.0,역사와 나를 이어주는 영화. 빈약한 연출에도 깊이 몰입된다,역사 나 잇 주 영화 빈약 연출 깊이 몰입,Friday,0.13885660499334512
2026-05-22,5.0,유해진 박지훈이 다했다,유해진 박지훈 다 하,Friday,0.1
2026-05-22,3.5,"구린 CG, 구린 화면전환, 구린 조명 연출이었지만 그래도 배우들이 다 커버치는 듯함. 재미는 있었음.",구린 구리 화면 전환 구리 조명 연출 그래도 배우 다 커버 치 듯 재미 있,Friday,0.1
2026-05-22,5.0,완벽 그자체의 영화 연출 연기 스토리까지 완벽,완벽 자체 영화 연출 연기 스토리 완벽,Friday,0.14104769461861746
2026-05-22,5.0,잘 봤습니다. 감동👍😭😭,잘 보 감동,Friday,0.1
2026-05-22,5.0,배우의 표정과 대사 한마디에 그 인물의 모든 감정이 이입되서 눈물을 쏟은건 처음이에요ㅠㅠ,배우 표정 대사 한마디 인물 모든 감정 이입 되 눈물 쏟 처음,Friday,0.14037056049135316
2026-05-22,5.0,"""네가 감히 왕족을 능멸하는가!"" 말할때 박지훈 멋있음..",너 감히 왕족 능멸 말 때 박 지훈 멋있,Friday,0.0
2026-05-22,5.0,오랬만에 제대로된 역사영화,오 하 만 제대로 되 역사 영화,Friday,0.13885660499334512
2026-05-22,5.0,뒤늦게 봤는데 좋네요👍👍,뒤늦 보 좋,Friday,0.0
2026-05-21,4.5,호랑이 장면 옥의 티,호랑이 장면 옥 티,Thursday,0.0
2026-05-21,5.0,눈빛이다했다....,눈빛 다하,Thursday,0.0
2026-05-21,5.0,영화 재미있게 봤네요.,영화 재미있 보,Thursday,0.1
2026-05-21,5.0,아는내용인데..눈물나네요?,아 내용 눈물 나,Thursday,0.1
2026-05-21,5.0,사람들 다 보고 늦게 보고싶어서 봤는데 보는 내내 눈물만 흘리다 나왔네요.,사람 다 보 늦 보 싶 보 보 내내 눈물 흘리 나오,Thursday,0.1
2026-05-21,5.0,"너무 감동 있게 관랑 했어요.. 배우들의 연기 뛰어나고,,구성 내용도 좋아요.. 지금도 여운이 남아 있네요~",감동 있 관랑 하 배우 연기 뛰어나 구성 내용 좋 지금 여운 남 있,Thursday,0.17245293280219456
2026-05-21,5.0,역사에 스포당해도 애잔한 마음은 어쩔수가 없네요,역사 스포 당하 애잔 마음 어쩌 없,Thursday,0.1
2026-05-21,3.5,역사 교육에 도움을 받음,역사 교육 도움 받,Thursday,0.1
2026-05-20,5.0,어머니랑 함께 재미있게 잘 봤어요,어머니 함께 재미있 잘 보,Wednesday,0.0
2026-05-20,5.0,감동 받고 펑펑 울었음.ㅠㅠ,감동 받 펑펑 울,Wednesday,0.1
2026-05-20,5.0,너무너무 감동적이고 눈물나게하는 역사적스토리,너무너무 감동 눈물 나 하 역사 스토리,Wednesday,0.1731505231013223
2026-05-20,4.0,역사적 사실에 미감과 생동감을 더한 작품,역사 사실 미감 생동감 더하 작품,Wednesday,0.1
2026-05-20,5.0,배우들의 연기가 최고입니다,배우 연기 최고,Wednesday,0.14141996335306634
2026-05-20,5.0,눈물이막철철철남 극장에 5분동안 남아잇엇움...,눈물 막 철철 철 남 극장 분 동안 남 잇 움,Wednesday,0.1
2026-05-20,5.0,연기를 다 잘한다. 호랑이만 못하더라,연기 다 잘 하 호랑이 못 하,Wednesday,0.1
2026-05-20,3.0,"화면영상과 연출,전개가무난한것같아요.",화면 영상 연출 전개 무난 같,Wednesday,0.0
2026-05-20,4.0,이게 영화지. 속빈 강정 같은 요즘 영화와는 다르다.,이것 영화 속 비 강정 같 요즘 영화 다르,Wednesday,0.1
2026-05-20,5.0,왕과사는남자 눈물이 주륵주륵,왕 사 남자 눈물 주륵주륵,Wednesday,0.1
2026-05-20,5.0,극장에 가서 볼 가치있었다,극장 보 가치 있,Wednesday,0.0
2026-05-19,5.0,눈물이 진짜 많이 나왔다,눈물 많이 나오,Tuesday,0.1
2026-05-19,3.5,한명회 내 이놈. 곤장을 죽을 때까지 매우 쳐라.,한명회 나 이놈 곤장 죽 때 매우 치,Tuesday,0.0
2026-05-19,5.0,정보없이 봤어요. 인기가 있을 만해요. 흥미진진 재미 감동,정보 없이 보 인기 있 만 흥미 진진 재미 감동,Tuesday,0.1
2026-05-19,5.0,단종대왕님 이번 생에선 행복만 하세요🫶🏻,단종 대왕 이번 생 행복 하,Tuesday,0.1
2026-05-19,5.0,마지막장ᆢ니넘좋았어요,마지막 장 니 넘 좋,Tuesday,0.0
2026-05-19,5.0,너무 재밌어서 3번 봤는데도 감동입니다,재밌 번 보 감동,Tuesday,0.1413780734343819
2026-05-19,3.5,재미있어요. 배우들 연기도 좋아요,재미있 배우 연기 좋,Tuesday,0.14141996335306634
2026-05-19,5.0,호랑이만 빼면 2026최고의 작품,호랑이 빼 최고 작품,Tuesday,0.0
2026-05-19,5.0,역사의 진실과 냉혹함이,역사 진실 냉혹,Tuesday,0.1
2026-05-19,5.0,배우들에게 느껴지는 간절한 진심,배우 느끼 지 간절 진심,Tuesday,0.1
2026-05-18,4.0,배우들이 멱살끌고간 영화,배우 멱살 끌 영화,Monday,0.14109147785542173
2026-05-18,5.0,영화관에서 안보면 후회할뻔...배우들의 연기 차력쇼👍,영화관 안 보 후회 뻔 배우 연기 차력쇼,Monday,0.14141996335306634
2026-05-18,4.0,음.. 조금 더 힘을 넣을수 있었는데.. 하는.. 여기서 이런 장면이 연출되었으면 어땠을까 싶었던.. 내겐 아쉬운 작품~ 그래도 극장에서 오래간만에 감동을 느낄수 있어 좋았네요.,조금 힘 넣 있 하 여기 이런 장면 연출 어떻 싶 나 아쉽 작품 그래도 극장 오래간만 감동 느끼 있 좋,Monday,0.1
2026-05-17,4.5,늦게 봐서 ‘호랑이’ 이야기를 듣고 보니 스토리상 중요해서 제대로 다시 손봐야한다고 생각이 가장 먼저 들었네요^^ 나머지 감상 느낌은 대만족!!,늦 보 호랑이 이야기 듣 보 스토리 중요 제대로 다시 손보 하 생각 가장 먼저 나머지 감상 느낌 대 만족,Sunday,0.0
2026-05-17,5.0,너무너무너무너무 재밌다,너무너무 너무너무 재밌,Sunday,0.1
2026-05-17,5.0,유해진배우 멱살캐리 영화,유해진 배우 멱살캐리 영화,Sunday,0.17125124357502614
2026-05-17,5.0,한 편의 동화를 보는 듯한 느낌이어서 어른 아이가 즐기기 좋은 웰메이드 영화,편 동화 보 듯 느낌 어른 아이 즐기 좋 웰 메이드 영화,Sunday,0.1
2026-05-17,5.0,흥도의 강가에서의 시신수습장면과 단종의 물장난하는 모습에 눈물을 흘리면서 깊은 울링을 받았어요,흥 강가 시신 수습 장면 단종 물장난 하 모습 눈물 흘리 깊 울링 받,Sunday,0.14140646168240725
2026-05-17,5.0,너무나 잘보았습니다.아들도 몰입하며 잘보더라구요,너무나 잘 보 몰입 잘 보,Sunday,0.0
2026-05-17,4.0,잘 만든 스토리텔링 약간의 아쉬움은 어쩔 수 없다,잘 만들 스토리텔링 약간 아쉬움 어쩌 없,Sunday,0.0
2026-05-17,3.0,유해진의 드리블 전진에 막판 슛까지 원맨쇼임,유해진 드리블 전진 막판 슛 원맨쇼,Sunday,0.1
2026-05-17,4.0,재미있게 잘봤습니다~,재미있 잘 보,Sunday,0.0
2026-05-17,4.0,괜찮아요괜찮아요~~,괜찮 괜찮,Sunday,0.0
2026-05-17,5.0,"비극의 역사 위로 피어난 인간애, 유해진과 박지훈이 완성한 처연하고도 따뜻한 사극.",비극 역사 위 피어나 인간애 유해진 박지훈 완성 처연 따뜻 사극,Sunday,0.1414058946680184
2026-05-17,5.0,완벽하네요. 스토리도  연출도  배우  연기도 박지훈님과  유해진님의  연기  티키타카가  굿,완벽 스토리 연출 배우 연기 박 지훈 님 유해진 님 연기 티키타카 굿,Sunday,0.16570939891306935
2026-05-17,5.0,아는 배우들이 나오길래 호기심에 막차탔는데 비극적인 결말이라 실망입니다 억울하게 탄핵되신 윤석열 대통령님이 생각납니다 ㅠㅠ,아 배우 나오 호기심 막차 타 비극 결말 실망 억울 탄핵 되 윤석열 대통령 생각나,Sunday,0.1
2026-05-17,5.0,눈물이 느껴질 정도로 슬픈 과거네여. 영화잘봤습니다...감사합니다^^/,눈물 느끼 지 정도 슬프 과거 영화 잘 보 감사,Sunday,0.17109954843081032
2026-05-17,4.0,배우들이 연기를 너무 잘했어요,배우 연기 잘 하,Sunday,0.14141996335306634
2026-05-17,5.0,한국 영화 마무리가 애매하고 결정적인 마침이 늘 허접했는데 이 영화는 잘 익은 호박같다,한국 영화 마무리 애매 결정 마치 늘 허접 영화 잘 익 호박 같,Sunday,0.1
2026-05-17,5.0,말이 필요없음. 그냥 보셈.,말 필요 없 그냥 보세,Sunday,0.0
2026-05-17,5.0,단종의 미모와 모든 배우들의 연기력이 대단함 CG가 생각보다 깸 가난한 이가 인간관계로 변심하는 클리셰도 좋지만 엄흥도가 문신이니 충의적 고민을 해도 좋았을듯 대중은 노잼이었겠지만,단종 미모 모든 배우 연기력 대단하 생각 깨 가난 인간 관계 변심 클리셰 좋 엄 흥 문신 충의 고민 하 좋 듯 대중 노잼,Sunday,0.14059973721315727
2026-05-16,5.0,조금도 지루함없이 재밋게 보았네요..,조금 지루 없이 재밋 보,Saturday,0.0
2026-05-16,5.0,재미있게 잘 봤습니다. 유해진 배우님의 연기력이 볼만합니다.,재미있 잘 보 유해진 배우 연기력 보 만,Saturday,0.1405464490516051
2026-05-16,5.0,감정 몰입이 좋았어요.,감정 몰입 좋,Saturday,0.0
2026-05-16,4.0,단종과 엄흥도의 비극 브로맨스,단종 엄흥도 비극 브로맨스,Saturday,0.1
2026-05-16,4.5,궁금해서 관람했어요,궁금 관람,Saturday,0.0
2026-05-16,5.0,눈물없이 못보는 그치만 모든게 완벽했던 영화 연기자들이 모두 최고의 연기를 보여줍니다.,눈물 없이 못 보 그치만 모든 완벽 영화 연기자 모두 최고 연기 보이 주,Saturday,0.17101023032399243
2026-05-16,5.0,안보면 평생 후회 지금 늦었어도 봐,안 보 평생 후회 지금 늦 보,Saturday,0.0
2026-05-16,5.0,여운이 깊은 영화. 또 봐야겠어요,여운 깊 영화 또 보,Saturday,0.1
2026-05-16,5.0,너무 감동적이고 슬퍼요ㅠㅠㅠ 꼭 보길 강추!! 특히 박지훈 얼굴이 아주그냥 ㅎㅎ,감동 슬프 꼭 보 특히 박 지훈 얼굴 아주 그냥,Saturday,0.14141463021107845
2026-05-16,5.0,단종이 참 안타깝네 어린 나이에..유해진도 대단함. 감독도 잘했네,단종 참 안타깝 어리 나이 유해진 대단하 감독 잘,Saturday,0.14142047498362673
2026-05-16,5.0,가족들이랑 늦게 영화를 접했는데 왜 흥행했는지 여실히 알수있을만큼 좋은 영화였어요 출연하신 모든 배우분 스탭분들께 좋은 영화 만들어주셔서 감사하다고  인사  남기고싶네요^^,가족 늦 영화 접하 왜 흥행 여실히 알 있 만큼 좋 영화 출연 모든 배우 분 스탭 분 좋 영화 만들 주 감사 인사 남기 싶,Saturday,0.12911617540894724
2026-05-16,5.0,이야기가 잘생겼고 박지훈이 미쳤어요,이야기 잘생기 박 지훈 미치,Saturday,0.0
2026-05-16,5.0,재미있어요 재관람 했어여,재미있 재 관람,Saturday,0.0
2026-05-16,5.0,너무 재밌어요..또보고 싶은영화,재밌 또 보 싶 영화,Saturday,0.13895053130216903
2026-05-16,5.0,사람간 의리가 무엇인지 보여주는 감동적인 스토리와 역시 배우분들의 연기가 돋보였어요!,사람 간 의리 무엇 보이 주 감동 스토리 역시 배우 분 연기 돋보이,Saturday,0.17245293280219456
2026-05-16,5.0,박지훈배우의 눈빛을 잊을수가없습니다 덕분에 역사에대해 다시공부하고 자각하는 계기가되었습니다 박지훈배우님의 무대인사에 반해서 팬이되었네요 영화도감동 배우님도감동이었어요,박 지훈 배우 눈빛 잊 없 덕분 역사 대하 다시 공부 자각 계기 되 박지훈 배우 무대 인사 반하 팬 되 영화 감동 배우 감동,Saturday,0.18235691142019997
2026-05-16,5.0,마지막에 정말 저런결말인지 모르고 봤다다 펑펑울엇네오,마지막 저런 결말 모르 보 다 펑펑 울,Saturday,0.0
2026-05-15,5.0,역사적 사실을 바탕에 두고 이런 상상을 할 수 있다는게 멋지다. 영화를 보면서 리바운드에 출연했던 배우들을 찾으면서 볼 수 있다는 것도 재밌었다.,역사 사실 바탕 두 이런 상상 하 있 멋지 영화 보 리바운드 출연 배우 찾 보 있 재밌,Friday,0.1974216830380378
2026-05-15,5.0,잘봤어요 배우들 연기력 너무 좋아요,잘 보 배우 연기력 좋,Friday,0.1
2026-05-15,4.0,슬프도록 아름다운 두 사람의 눈빛,슬프 아름답 두 사람 눈빛,Friday,0.1
2026-05-15,5.0,잼있게봤어요 영화안에 따뜻함을느꼈어요,잼 있 보 영화 안 따뜻 느끼,Friday,0.1
2026-05-15,5.0,영화값 아깝지 않게 재밌게 봤어요.,영화 값 아깝 않 재밌 보,Friday,0.13895053130216903
2026-05-15,5.0,"분노 슬픔 감동 눈물 ㅜ,ㅜ 단편적인 ㅜㅜ 좋았더라",분노 슬픔 감동 눈물 단편 좋,Friday,0.1413780734343819
2026-05-15,5.0,진정한 왕이란 무엇인가,진정 왕 무엇,Friday,0.0
2026-05-15,3.0,무난하게 볼 수 있는 작품. 유해진의 연기는 좋았다,무난 보 있 작품 유해진 연기 좋,Friday,0.14061318659027983
2026-05-15,4.5,유해진님 작품을 좋아하고 사극을 좋아해서 잘 봤습니다.,유해진 작품 좋아하 사극 좋아하 잘 보,Friday,0.1
2026-05-15,5.0,왜  1600만 관객 나오는줄 알겠어요 너무 슬프네요 한국영화라 기쁩니다,왜 만 관객 나오 줄 알 슬프 한국 영화 기쁘,Friday,0.13973242642691122
2026-05-15,2.0,억지 눈물 갈구하는 신파 좋아하지 않아서 끝까지 안보려다 봤는데 조금만 더 참을껄. 잔망스러운 장항준 감독과 꼭 닮은 영화 그 자체. 마케팅 참 잘 했다 생각뿐.,억지 눈물 갈구 신파 좋아하 않 끝 안 보 하 보 조금 참 꺼 잔망 스럽 장항준 감독 꼭 닮 영화 자체 마케팅 참 잘 생각,Friday,0.13895053130216903
2026-05-15,4.5,오랫만에 보느 사극이라 더 좋았고 배우들의 뛰어난 연기력이 더욱 ㅏㅁ동을 줌,오랫만 보느 사극 좋 배우 뛰어나 연기력 더욱 동 주,Friday,0.1
2026-05-15,5.0,너무너무 좋은 영화였다,너무너무 좋 영화,Friday,0.1
2026-05-15,3.0,이게 천만? 장항준 사주 갖고싶다,이것 천만 장 항 준 사 주 갖 싶,Friday,0.0
2026-05-15,4.5,단종님과 씨지 호랑이,단종 씨지 호랑이,Friday,0.1
2026-05-14,5.0,배우의 연기력과 감독의 연출ᆢ영상미에 감동이 있어서 최고였어요~!!,배우 연기력 감독 연출 영상미 감동 있 최고,Thursday,0.1407452034463946
2026-05-14,5.0,노루같은 왕 호랑이같은 신하 재미있었다,노루 같 왕 호랑이 같 신하 재미있,Thursday,0.0
2026-05-14,5.0,단종 주변 인물에 대하여 새로운 관점으로 재미있게 보았습니다.,단종 주변 인물 대하 새롭 관점 재미있 보,Thursday,0.1
2026-05-14,3.5,이홍위의 눈빛...,이홍위 눈빛,Thursday,0.0
2026-05-14,5.0,보면서  재밌고 슬프고 화나고 울면서 봤던영화!!역시 천만영화,보 재밌 슬프 화나 울 보 영화 역시 천만 영화,Thursday,0.17070335124161992
2026-05-14,5.0,드라마같은 단종의 아픈 이야기,드라마 같 단종 아프 이야기,Thursday,0.1
2026-05-14,5.0,명불허전. 배우님들의 연기가 초고네요.,명불허전 배우 연기 초고,Thursday,0.14141996335306634
2026-05-14,5.0,두번째 관람인데 처음에 못 본 것들도 보이고 알면서 봐도 더 재미있고 또 많이 울었어요.,두 번 관람 처음 못 보 보이 알 보 재미있 또 많이 울,Thursday,0.0
2026-05-14,5.0,"최고 흥행작 답게 웃고,울고 했어요",최고 흥행작 답 웃 울 하,Thursday,0.0
2026-05-14,3.5,무난히 볼만했는데 역대 2위 할정도인가 싶다.. 한명회 눈빛연기가 압권,무난히 보 만 역대 위 하 정도 싶 한명회 눈빛 연기 압권,Thursday,0.1
2026-05-14,4.0,연기를 너무 잘해서 넋을잃고 봤어요!,연기 잘 넋 잃 보,Thursday,0.1
2026-05-14,5.0,감동적인 스토리여서 너무 인상 깊었어요,감동 스토리 인상 깊,Thursday,0.1
2026-05-13,5.0,재밌게 잘 봤습니다...^^~~~!,재밌 잘 보,Wednesday,0.1
2026-05-13,5.0,유혜진 혼자 다 함 영화,유혜진 혼자 다 하 영화,Wednesday,0.1
2026-05-13,1.0,미디어가 물고 빨고 하는 이유를 모르겠다... 주연 연기는 좋았음.,미디어 물 빨 하 이유 모르 주연 연기 좋,Wednesday,0.1
2026-05-13,3.5,1600만 이상을 기록한 영화이나 그저 타이밍을 잘 타고난 영화라고 생각함 하지만 잘 만들어진 영화는 맞는듯 함,만 이상 기록 영화 그저 타이밍 잘 타고나 영화 생각 하지만 잘 만들 지 영화 맞 듯 하,Wednesday,0.1
2026-05-13,3.0,기대했던 것 보다 실망…,기대 실망,Wednesday,0.0
2026-05-13,5.0,너무나 즐겁고 몰입해서 관람 했습니다.,너무나 즐겁 몰입 관람,Wednesday,0.0
2026-05-13,5.0,공감할수있는 소재의 영화네요,공감 있 소재 영화,Wednesday,0.1
2026-05-13,5.0,유해진 대상 받은거 보고 다시 보러갔음,유해진 대상 받 보 다시 보,Wednesday,0.1
2026-05-13,5.0,왕사남 흑흑 우리 전하 살려내 이나쁜수양놈아 표독한한명회 너무 싫다,왕사남 흑흑 우리 전하 살리 내 나쁘 수양 놈 표독 한명회 싫,Wednesday,0.0
2026-05-13,5.0,영화를보보  청령포도다녀왔지요,영화 보 보 청령포 다녀오,Wednesday,0.1
2026-05-13,3.5,천만까지는 아닌거 같은데..,천 만 아니 같,Wednesday,0.0
2026-05-12,5.0,진짜진짜 완전 강추 꼭 보셈,완전 꼭 보세,Tuesday,0.0
2026-05-12,5.0,두번째 관람 또 봐도 좋고 슬프고 좋아요,두 번 관람 또 보 좋 슬프 좋,Tuesday,0.1
2026-05-12,4.5,유해진 배우님의 연기를 볼 수 있어서 감사합니다. 이제 극장상영이 끝나가는데...  조용하게 관람하며 감정을 정리할 수 있었어요.,유해진 배우 연기 보 있 감사 이제 극장 상영 끝나 조용 관람 감정 정리 있,Tuesday,0.1722172908380732
2026-05-12,5.0,끝까지 보다가 나왔습니다만,끝 보 나오,Tuesday,0.0
2026-05-12,5.0,유해진배우님 박지훈배우님 명연기최고!!,유해진 배우 박지훈 배우 명 연기 최고,Tuesday,0.16603672768859576
2026-05-12,5.0,친구가 손수건 준비하라는 이유를 알겠어요. 너무나 가슴아프고 아름답고 이루 말할 수 없이 감동적이었습니다.,친구 손수건 준비 이유 알 너무나 가슴 아프 아름답 이루 말 없이 감동,Tuesday,0.1
2026-05-11,5.0,인간이 사는게 예나 지금이나 돈 권력과 부와가난 피할수가 없네요9,인간 사 예 지금 돈 권력 부 가난 피하 없,Monday,0.0
2026-05-11,5.0,영화 소재가 너무 좋은 것 같아요!,영화 소재 좋 같,Monday,0.1
2026-05-11,5.0,마지막에 진자 개슬펏음ㅜㅜ,마지막 진자 개 슬프,Monday,0.1
2026-05-11,4.0,동서양을 떠나 강을 건넌다는 것은 비슷한 의미를 지니고 있는 것 같다.,동서양 떠나 강 건너 비슷 의미 지니 있 같,Monday,0.0
2026-05-11,3.5,이게 왜? 기대가 너무 컸나?,이것 왜 기대 크,Monday,0.0
2026-05-11,4.5,단종한테푹빠졌으옹흐엉,단종 푹 빠지 옹 흐엉,Monday,0.1
2026-05-10,5.0,부모님과 함께 관람했습니다,부모 함께 관람,Sunday,0.0
2026-05-10,5.0,천칠백만이 되면서 영화를 봤는데 박지훈님의 눈빛이 절반이네요. 배우들이 다 해주었다고 봅니다,천 칠 백 만 되 영화 보 박 지훈 눈빛 절반 배우 다 하 주 보,Sunday,0.14109147785542173
2026-05-10,5.0,넘 볼때 울어었습니다ㅠㅠ,넘 보 때 울,Sunday,0.0
2026-05-10,4.0,"스케일 큰 거 기대 안 했는데, 앞에 마을 사람들하고 감정 쌓아가는 거, 더 촘촘히 보여주지. 나는 감정적으로 아쉬움이 많다.",스케일 크 기대 안 하 앞 마을 사람 감정 쌓 촘촘히 보이 주 나 감정 아쉬움 많,Sunday,0.0
2026-05-10,5.0,유해진 최고 강원도 멋져요,유해진 최고 강원도 멋지,Sunday,0.1
