date,rating,content,cleaned_review,day_of_week,tf_idf_mean_score
2026-05-10,5.0,역사에 관심을 가지게 만들어 주셔서 감사합니다!!!!,역사 관심 가지 만들 주 감사,Sunday,0.1
2026-05-10,5.0,완전 눈물 괄괄 감동적이였고 배우들 합이 잘맞았어요!,완전 눈물 괄괄 감동 배우 합 잘 맞,Sunday,0.17229688553154288
2026-05-10,3.0,"음악과 동물 CG가 너무 거슬렸던, 스토리와 연기가 끌고 갔던 영화",음악 동물 거슬리 스토리 연기 끌 영화,Sunday,0.14104769461861746
2026-05-10,5.0,"몇번을 봐도 너무 재밌어요,,박지훈 진짜 잘생김,,",몇 번 보 재밌 박지훈 잘 생기,Sunday,0.1
2026-05-10,5.0,조선 왕조에 비극~@@,조선 왕조 비극,Sunday,0.0
2026-05-10,5.0,슬펐어요ㅜㅜ. 감동감동~,슬프 감동 감동,Sunday,0.13381313752846405
2026-05-09,4.0,"많이 기대 안 했는데 재밌게 봤어요. 웃다가 울다가 하면서요. 연기, 영상미, 연출, 스토리 다 좋았어요",많이 기대 안 하 재밌 보 웃 울 하 연기 영상미 연출 스토리 다 좋,Saturday,0.1404434465272252
2026-05-09,4.5,흥미로운 역사의 세계!,흥미 롭 역사 세계,Saturday,0.1
2026-05-09,3.5,박지훈을 배우로 각인시켜준 영화,박 지훈 배우 각인 주 영화,Saturday,0.14109147785542173
2026-05-09,5.0,잔잔하고 감동적이였어요!!,잔잔 감동,Saturday,0.1
2026-05-09,4.5,배우들이 이야기를 잘 살림. 유해진과 유지태는 참 귀하다.,배우 이야기 잘 살림 유해진 유지태 참 귀하,Saturday,0.1405464490516051
2026-05-09,5.0,이제야 쓰는 후기... 간만에 영화관에서 사람의 온기를 느낄 수 있었던 소중한 시간이었다. 꽉 찬 영화관에서 모두가 한 마음으로 웃고 울고 한 게 얼마만인지...,이제야 쓰 후기 간만에 영화관 사람 온기 느끼 있 소중 시간 꽉 차 영화관 모두 마음 웃 울 하 얼마 만,Saturday,0.0
2026-05-09,5.0,"역시 믿고보는 유해진,유지태,박지훈!! 복권작전이 성공햤다면 어땠을까?? 재밌게 잘봤어요~",역시 믿 보 유해진 유지태 박지훈 복권 작전 성공 햤 어떻 재밌 잘 보,Saturday,0.14141282450275688
2026-05-09,5.0,감동과 재미가 있는 영화,감동 재미 있 영화,Saturday,0.13952459798792174
2026-05-09,4.0,잔인한 흑역사가 배경임에도 사람간의 따스한 정을 보여준 영화. 단종 12-17세에 걸친 장면들에서박지훈의 굵고 낮은 성인남성 음성이 소년왕의 이미지와 동떨어져 몰입에 방해되었음.,잔인 흑역사 배경 사람 간 따스 정 보이 주 영화 단종 세 걸치 장면 박 지훈 굵 낮 성인 남성 음성 소년 왕 이미지 동떨어지 몰입 방해,Saturday,0.13929514481359492
2026-05-09,4.5,세조 묘역에 악플달러감,세조 묘역 악플 달,Saturday,0.0
2026-05-08,5.0,권력과 사랑 사이에서 흔들리는 인물들의 감정선이 인상적이었던 영화입니다. 묵직한 분위기와 배우들의 섬세한 연기가 오래 기억에 남는 작품이었어요.,권력 사랑 사이 흔들리 인물 감정 선 인상 영화 묵직 분위기 배우 섬세 연기 오래 기억 남 작품,Friday,0.17283839166374562
2026-05-08,3.0,너무 기대하지 않고 보면 무난하게 볼만함.,기대 않 보 무난 보 만,Friday,0.0
2026-05-08,5.0,기대이상 입니다 추천,기대 이상 추천,Friday,0.0
2026-05-08,1.0,진짜 타이밍 좋게 개봉해서 천만갔네.웬만해선 영화보고 재미없다는말 안하는데 이건 심하네;;,타이밍 좋 개봉 천만 웬만 영화 보 재미없 말 안 하 이거 심하,Friday,0.1
2026-05-08,5.0,한번 더 보고싶을 정도로 재미있게 봤습니다,번 보 싶 정도 재미있 보,Friday,0.0
2026-05-08,3.0,내용은 심플한데 임펙트도 있고  근데 사람들이 파도타기 했는지  이게 1600만이나 될 영화인가싶네  제가 기대를 너무 한걸수도,내용 심플 임펙트 있 근데 사람 파도타기 이것 만 되 영화 싶 기대 하,Friday,0.1
2026-05-08,5.0,마지막에 울면서 나왔어요,마지막 울 나오,Friday,0.0
2026-05-07,5.0,재밌고 슬프고 연기도 좋아요,재밌 슬프 연기 좋,Thursday,0.1723913863524582
2026-05-07,5.0,마지막이... 좀 아쉽네요... 실화이지만... 많이 아쉽고 슬풉니다,마지막 아쉽 실화 많이 아쉽 슬 풀,Thursday,0.0
2026-05-07,5.0,어머니와 함께 웃으면서 울면서 잘 봤습니다,어머니 함께 웃 울 잘 보,Thursday,0.0
2026-05-07,4.0,조연들 활약이 좋네요,조연 활약 좋,Thursday,0.0
2026-05-07,5.0,역사고증 이외 관점으로 보면 감동적임,역사 고증 이외 관점 보 감동,Thursday,0.14136376323528405
2026-05-06,5.0,넘재밋어여역시천만영화,넘재밋어여 역시 천만 영화,Wednesday,0.1
2026-05-06,5.0,"엄흥도ㅠㅠㅠㅠ너무 슬프잖아요,, 단종도 뭔가 지키려고하는 것 같은 모습,,박지훈이 너무 잘생겼어요",엄흥 슬프 단종 뭐 지키 하 같 모습 박 지훈 잘 생기,Wednesday,0.14139311734457075
2026-05-06,5.0,최근 유일하게 N차 관람이요👍,최근 유일 차 관람,Wednesday,0.0
2026-05-06,5.0,재미있게 보았습니다.,재미있 보,Wednesday,0.0
2026-05-06,5.0,너무 잘 보고 나왔습니다.,잘 보 나오,Wednesday,0.0
2026-05-05,5.0,재관람입니다 더 재미나네요,재 관람 재미나,Tuesday,0.0
2026-05-05,4.0,대중성 짙은 천만 영화. 배우들의 연기도 정말 좋았다.,대중 짙 천만 영화 배우 연기 좋,Tuesday,0.17283839166374562
2026-05-05,5.0,단종에 대한 애잔함 천만의 마음을 울린거 같아요. 뭉클하게 잘 봤습니다.,단종 대하 애잔 천만 마음 울리 같 뭉클 잘 보,Tuesday,0.1
2026-05-05,5.0,배우들의 연기가 너무 좋았어요. 그리구 박지훈배우의 눈물연기가 넘 좋았어요,배우 연기 좋 그리구 박지훈 배우 눈물 연기 넘 좋,Tuesday,0.17000959997309378
2026-05-05,4.0,한명회 이 나쁜자식,한명회 나쁘 자식,Tuesday,0.0
2026-05-05,5.0,배우들의 연기에 울고 웃으며 푹 빠졌었습니다. 아이들과 함께 정말 모처럼 즐거운 영화 한 편 늘 만났네요. 추천합니다! 별 다섯개!,배우 연기 울 웃 푹 빠지 아이 함께 모처럼 즐겁 영화 편 늘 만나 추천 별 다섯 개,Tuesday,0.17283839166374562
2026-05-05,5.0,단종 사랑해 죽지마,단종 사랑 죽 말,Tuesday,0.1
2026-05-05,5.0,안타까운 역사 보기 괜찮은 영화,안타깝 역사 보 괜찮 영화,Tuesday,0.13885660499334512
2026-05-05,4.0,소문난 잔치엔 먹을게 딱히 없긴하드라,소문나 잔치 ᆫ 먹 딱히 없 하,Tuesday,0.0
2026-05-05,5.0,"우리나라 1, 2등은 명량과 영사님. 대 단 하 다!",우리나라 명량 영사 대 단 하,Tuesday,0.0
2026-05-05,5.0,정말 기대 이상 재미있습니다,기대 이상 재미있,Tuesday,0.0
2026-05-05,5.0,너무너무 감동입니다,너무너무 감동,Tuesday,0.1
2026-05-05,5.0,역사에 대해 한번더 관심을 가지게되는 계기가 되었네요 재밌었습니다,역사 대하 번 관심 가지 되 계기 되 재밌,Tuesday,0.14142033299172524
2026-05-05,4.0,아쉽지만 그래도 잘 만든영화,아쉽 그래도 잘 만들 영화,Tuesday,0.1
2026-05-05,5.0,배우들의 열연에 눈물을 흘리지 않을 수가 없네요,배우 열연 눈물 흘리 않 없,Tuesday,0.14037056049135316
2026-05-05,3.0,그냥 그저 그랬음 기대이하,그냥 그저 그렇 기대 이하,Tuesday,0.0
2026-05-05,5.0,재미있어요 재미있어요,재미있 재미있,Tuesday,0.0
2026-05-05,5.0,과거의 이야기를 흥미롭게 봄,과거 이야기 흥미 롭 보,Tuesday,0.0
2026-05-05,5.0,너무 슬프고 감명깊게봤습니다,슬프 감명 깊 보,Tuesday,0.1
